,title,authors,date,journal,citations,references,paper_link,authors_full,affiliation
43,A library of atomically thin metal chalcogenides,"Zhou, JD Lin, JH ... Liu, Z",Apr 19 2018,NATURE,888,33,/wos/woscc/full-record/WOS:000430285200047,"Zhou, JD; Lin, JH; Huang, XW; Zhou, Y; Chen, Y; Xia, J; Wang, H; Xie, Y; Yu, HM; Lei, JC; Wu, D; Liu, FC; Fu, QD; Zeng, QS; Hsu, CH; Yang, CL; Lu, L; Yu, T; Shen, ZX; Lin, H; Yakobson, BI; Liu, Q; Suenaga, K; Liu, GT; Liu, Z","Nanyang Technol Univ, Sch Mat Sci & Engn, Ctr Programmable Mat, Singapore, Singapore; Natl Inst Adv Ind Sci & Technol, Tsukuba, Ibaraki, Japan; Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Inst Phys, Beijing, Peoples R China; Chinese Acad Sci, Shanghai Inst Ceram, State Key Lab High Performance Ceram & Superfine, Shanghai, Peoples R China; Nanyang Technol Univ, Sch Phys & Math Sci, Div Phys & Appl Phys, Singapore, Singapore; Rice Univ, Dept Mat Sci & NanoEngn, Houston, TX USA; Rice Univ, Dept Chem, Houston, TX USA; East China Univ Sci & Technol, Sch Mat Sci & Engn, Shanghai, Peoples R China; Natl Univ Singapore, Ctr Adv Mat 2D, Singapore, Singapore; Natl Univ Singapore, Graphene Res Ctr, Singapore, Singapore; Natl Univ Singapore, Dept Phys, Singapore, Singapore; Collaborat Innovat Ctr Quantum Matter, Beijing, Peoples R China; Acad Sinica, Inst Phys, Taipei, Taiwan; Nanyang Technol Univ, Sch Elect & Elect Engn, Ctr Micro Nanoelect NOVITAS, Singapore, Singapore; CINTRA CNRS NTU THALES, UMI 3288, Res Techno Plaza, Singapore, Singapore; Nanyang Environm & Water Res Inst, Environm Chem & Mat Ctr, Singapore, Singapore"
44,Correlated insulator behaviour at half-filling in magic-angle graphene superlattices,"Cao, Y Fatemi, V ... Jarillo-Herrero, P",Apr 5 2018,NATURE,1982,47,/wos/woscc/full-record/WOS:000429103300038,"Cao, Y; Fatemi, V; Demir, A; Fang, S; Tomarken, SL; Luo, JY; Sanchez-Yamagishi, JD; Watanabe, K; Taniguchi, T; Kaxiras, E; Ashoori, RC; Jarillo-Herrero, P","MIT, Dept Phys, Cambridge, MA 02139 USA; Harvard Univ, Dept Phys, Cambridge, MA 02138 USA; Natl Inst Mat Sci, Namiki 1-1, Tsukuba, Ibaraki 3050044, Japan; Harvard Univ, John A Paulson Sch Engn & Appl Sci, Cambridge, MA 02138 USA"
45,Electronic confinement and coherence in patterned epitaxial graphene,"Berger, C Song, ZM ... de Heer, WA",May 26 2006,SCIENCE,4771,26,/wos/woscc/full-record/WOS:000237957400047,"Berger, C; Song, ZM; Li, XB; Wu, XS; Brown, N; Naud, C; Mayou, D; Li, TB; Hass, J; Marchenkov, AN; Conrad, EH; First, PN; de Heer, WA","Georgia Inst Technol, Sch Phys, Atlanta, GA 30332 USA; CNRS, Etud Proprietes Elect Solides Lab, F-38042 Grenoble 9, France"
46,Properties of graphene: a theoretical perspective,"Abergel, DSL Apalkov, V ... Chakraborty, T",2010,ADVANCES IN PHYSICS,807,661,/wos/woscc/full-record/WOS:000280611900001,"Abergel, DSL; Apalkov, V; Berashevich, J; Ziegler, K; Chakraborty, T","Univ Manitoba, Dept Phys & Astron, Winnipeg, MB R3T 2N2, Canada; Georgia State Univ, Dept Phys & Astron, Atlanta, GA 30303 USA; Univ Augsburg, Inst Phys, D-86135 Augsburg, Germany"
47,Present and Future of Surface-Enhanced Raman Scattering,"Langer, J de Aberasturi, DJ ... Liz-Marzan, LM",Jan 2020,ACS NANO,1194,951,/wos/woscc/full-record/WOS:000510531500006,"Langer, J; de Aberasturi, DJ; Aizpurua, J; Alvarez-Puebla, RA; Auguie, B; Baumberg, JJ; Bazan, GC; Bell, SEJ; Boisen, A; Brolo, AG; Choo, J; Cialla-May, D; Deckert, V; Fabris, L; Faulds, K; de Abajo, FJG; Goodacre, R; Graham, D; Haes, AJ; Haynes, CL; Huck, C; Itoh, T; Ka, M; Kneipp, J; Kotov, NA; Kuang, H; Le Ru, EC; Lee, HK; Li, JF; Ling, XY; Maier, SA; Mayerhofer, T; Moskovits, M; Murakoshi, K; Nam, JM; Nie, S; Ozaki, Y; Pastoriza-Santos, I; Perez-Juste, J; Popp, J; Pucci, A; Reich, S; Ren, B; Schatz, GC; Shegai, T; Schlucker, S; Tay, LL; Thomas, KG; Tian, ZQ; Van Duyne, RP; Vo-Dinh, T; Wang, Y; Willets, KA; Xu, C; Xu, H; Xu, Y; Yamamoto, YS; Zhao, B; Liz-Marzan, LM","CIC BiomaGUNE, Paseo Miramon 182, Donostia San Sebastian 20014, Spain; CIBER BBN, Paseo Miramon 182, Donostia San Sebastian 20014, Spain; Univ Basque Country, CSIC, Ctr Phys Mat, Paseo Manuel Lardizabal 5, Donostia San Sebastian 20018, Spain; Donostia Int Phys Ctr, Paseo Manuel Lardizabal 5, Donostia San Sebastian 20018, Spain; Univ Rovira & Virgili, Dept Quim Fis & Inorgan, E-43007 Tarragona, Spain; Univ Rovira & Virgili, EMaS, E-43007 Tarragona, Spain; ICREA Inst Catalana Recerca & Estudis Avancats, Passeig Lluis Co 23, Barcelona 08010, Spain; Victoria Univ Wellington, Sch Chem & Phys Sci, POB 600, Wellington 6140, New Zealand; MacDiarmid Inst Adv Mat & Nanotechnol, POB 600, Wellington 6140, New Zealand; Dodd Walls Ctr Quantum & Photon Technol, POB 56, Dunedin 9054, New Zealand; Univ Cambridge, Cavendish Lab, NanoPhoton Ctr, Cambridge CB3 OHE, England; Univ Calif Santa Barbara, Dept Mat & Chem & Biochem, Santa Barbara, CA 93106 USA; Queens Univ Belfast, Sch Chem & Chem Engn, Belfast BT9 5AG, Antrim, North Ireland; Tech Univ Denmark, Dept Micro & Nanotechnol, Danish Natl Res Fdn, DK-2800 Lyngby, Denmark; Tech Univ Denmark, Villum Fdn, Ctr Intelligent Drug Delivery & Sensing Using Mic, DK-2800 Lyngby, Denmark; Univ Victoria, Dept Chem, POB 3065, Victoria, BC V8W 3V6, Canada; Univ Victoria, Ctr Adv Mat & Related Technol, Victoria, BC V8W 2Y2, Canada; Chung Ang Univ, Dept Chem, Seoul 06974, South Korea; Res Alliance Leibniz Hlth Technol, Leibniz Inst Photon Technol Jena, Albert Einstein Str 9, D-07745 Jena, Germany; Friedrich Schiller Univ Jena, Inst Phys Chem, Helmholtzweg 4, D-07745 Jena, Germany; Friedrich Schiller Univ Jena, Abbe Ctr Photon, Helmholtzweg 4, D-07745 Jena, Germany; Rutgers State Univ, Dept Mat Sci & Engn, 607 Taylor Rd, Piscataway, NJ 08854 USA; Univ Strathclyde, Technol & Innovat Ctr, Dept Pure & Appl Chem, 99 George St, Glasgow G1 1RD, Lanark, Scotland; Barcelona Inst Sci & Technol, Inst Ciencies Foton, Castelldefels 08860, Barcelona, Spain; Univ Liverpool, Inst Integrat Biol, Dept Biochem, Biosci Bldg,Crown St, Liverpool L69 7ZB, Merseyside, England; Univ Iowa, Dept Chem, Iowa City, IA 52242 USA; Univ Minnesota, Dept Chem, 207 Pleasant St SE, Minneapolis, MN 55455 USA; Heidelberg Univ, Kirchhoff Inst Phys, Neuenheimer Feld 227, D-69120 Heidelberg, Germany; Natl Inst Adv Ind Sci & Technol, Hlth Res Inst, NanoBioanal Res Grp, Takamatsu, Kagawa 7610395, Japan; Chalmers Univ Technol, Dept Phys, S-41296 Gothenburg, Sweden; Humboldt Univ, Dept Chem, Brook Taylor Str 2, D-12489 Berlin, Germany; Univ Michigan, Dept Chem Engn, Ann Arbor, MI 48109 USA; Jiangnan Univ, Int Joint Res Lab Biointerface & Biodetect, Minist Educ, Key Lab Synthet & Biol Colloids, Wuxi 214122, Jiangsu, Peoples R China; Jiangnan Univ, State Key Lab Food Sci & Technol, Wuxi 214122, Jiangsu, Peoples R China; Nanyang Technol Univ, Sch Phys & Math Sci, Div Chem & Biol Chem, 21 Nanyang Link, Singapore 637371, Singapore; Stanford Univ, Dept Mat Sci & Engn, Stanford, CA 94305 USA; Xiamen Univ, MOE Key Lab Spectrochem Anal & Instrumentat, Collaborat Innovat Ctr Chem Energy Mat,Coll Chem, State Key Lab Phys Chem Solid Surfaces,Dept Chem, Xiamen 361005, Peoples R China; Ludwig Maximilians Univ Munchen, Fac Phys, Chair Hybrid Nanosyst, Nanoinst Munich, D-80539 Munich, Germany; Univ Calif Santa Barbara, Dept Chem & Biochem, Santa Barbara, CA 93106 USA; Hokkaido Univ, Fac Sci, Dept Chem, Kita Ku, North 10 West 8, Sapporo, Hokkaido 0600810, Japan; Seoul Natl Univ, Dept Chem, Seoul 08826, South Korea; Univ Illinois, Dept Bioengn, 1406 W Green St, Urbana, IL 61801 USA; Kwansei Gakuin Univ, Sch Sci & Technol, Dept Chem, Sanda, Hyogo 6691337, Japan; Univ Vigo, Dept Quim Fis, Vigo 36310, Spain; Univ Vigo, CINBIO, Vigo 36310, Spain; Free Univ Berlin, Dept Phys, D-14195 Berlin, Germany; Northwestern Univ, Dept Chem, 2145 Sheridan Rd, Evanston, IL 60208 USA; Univ Duisburg Essen, Dept Chem, Phys Chem 1, D-45141 Essen, Germany; Univ Duisburg Essen, Ctr Nanointegrat Duisburg Essen, D-45141 Essen, Germany; Natl Res Council Canada, Metrol Res Ctr, Ottawa, ON K1A 0R6, Canada; Indian Inst Sci Educ & Res Thiruvananthapuram, Sch Chem, Vithura Thiruvananthapur 695551, India; Duke Univ, Dept Biomed Engn, Fitzpatrick Inst Photon, 101 Sci Dr,Box 90281, Durham, NC 27708 USA; Duke Univ, Dept Chem, 101 Sci Dr,Box 90281, Durham, NC 27708 USA; Northwestern Univ, Coll Sci, Dept Chem, Shenyang 110819, Peoples R China; Temple Univ, Dept Chem, Philadelphia, PA 19122 USA; Wuhan Univ, Sch Phys & Technol, Wuhan 430072, Peoples R China; Wuhan Univ, Inst Adv Studies, Wuhan 430072, Peoples R China; Japan Adv Inst Sci & Technol, Sch Mat Sci, Nomi, Ishikawa 9231292, Japan; Jilin Univ, State Key Lab Supramol Struct & Mat, Changchun 130012, Peoples R China; Ikerbasque, Basque Fdn Sci, Bilbao 48013, Spain"
48,0D to 3D carbon-based networks combined with pseudocapacitive electrode material for high energy density supercapacitor: A review,"Kumar, S Saeed, G ... Lee, JH",Jan 1 2021,CHEMICAL ENGINEERING JOURNAL,375,149,/wos/woscc/full-record/WOS:000579752500077,"Kumar, S; Saeed, G; Zhu, L; Hui, KN; Kim, NH; Lee, JH","Shenzhen Univ, Coll Phys & Optoelect Engn, Nanhai Ave 3688, Shenzhen 518060, Guangdong, Peoples R China; Chonbuk Natl Univ, Adv Mat Inst BIN Convergence Technol BK21 Plus Gl, Jeonju 54896, Jeonbuk, South Korea; Chonbuk Natl Univ, Dept BIN Convergence Technol, Jeonju 54896, Jeonbuk, South Korea; Univ Macau, Inst Appl Phys & Mat Engn, Minist Educ, Joint Key Lab, Ave Univ, Taipa, Macau, Peoples R China; Univ Macau, Fac Sci & Technol, Dept Chem & Phys, Ave Univ, Taipa, Macau, Peoples R China; Chonbuk Natl Univ, Carbon Composite Res Ctr, Dept Polymernano Sci & Technol, Jeonju 54896, Jeonbuk, South Korea"
49,(CdSe)ZnS core-shell quantum dots: Synthesis and characterization of a size series of highly luminescent nanocrystallites,"Dabbousi, BO RodriguezViejo, J ... Bawendi, MG",Nov 13 1997,JOURNAL OF PHYSICAL CHEMISTRY B,3604,40,/wos/woscc/full-record/WOS:A1997YG46300009,"Dabbousi, BO; RodriguezViejo, J; Mikulec, FV; Heine, JR; Mattoussi, H; Ober, R; Jensen, KF; Bawendi, MG","MIT, DEPT CHEM, CAMBRIDGE, MA 02139 USA; MIT, DEPT CHEM ENGN, CAMBRIDGE, MA 02139 USA; MIT, DEPT MAT SCI & ENGN, CAMBRIDGE, MA 02139 USA; COLL FRANCE, PHYS MAT CONDENSEE LAB, F-75231 PARIS 05, FRANCE"
50,Ti3C2 MXene co-catalyst on metal sulfide photo-absorbers for enhanced visible-light photocatalytic hydrogen production,"Ran, JR Gao, GP ... Qiao, SZ",Jan 3 2017,NATURE COMMUNICATIONS,1161,44,/wos/woscc/full-record/WOS:000391020200001,"Ran, JR; Gao, GP; Li, FT; Ma, TY; Du, AJ; Qiao, SZ","Univ Adelaide, Sch Chem Engn, Adelaide, SA 5005, Australia; Queensland Univ Technol, Phys & Mech Engn Fac, Sch Chem, Garden Point Campus, Brisbane, Qld 4001, Australia; Hebei Univ Sci & Technol, Coll Sci, Shijiazhuang 050018, Peoples R China"
51,Carbon-Based Dots Co-doped with Nitrogen and Sulfur for High Quantum Yield and Excitation-Independent Emission,"Dong, YQ Pang, HC ... Yu, T",Jul 22 2013,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,1644,44,/wos/woscc/full-record/WOS:000321896800038,"Dong, YQ; Pang, HC; Yang, HB; Guo, CX; Shao, JW; Chi, YW; Li, CM; Yu, T","Nanyang Technol Univ, Sch Chem & Biomed Engn, Singapore 637457, Singapore; Nanyang Technol Univ, Ctr Adv Bionanosyst, Singapore 637457, Singapore; Nanyang Technol Univ, Div Phys & Appl Phys, Sch Phys & Math Sci, Singapore 637371, Singapore; Nanyang Technol Univ, Dept Phys, Fac Sci, Singapore 117542, Singapore; Southwest Univ, Inst Clean Energy & Adv Mat, Chongqing 400715, Peoples R China; Chongqing Key Lab Adv Mat & Technol Clean Energie, Chongqing 400715, Peoples R China; Fuzhou Univ, Coll Chem & Chem Engn, Fuzhou 350108, Peoples R China"
52,Atomically precise bottom-up fabrication of graphene nanoribbons,"Cai, JM Ruffieux, P ... Fasel, R",Jul 22 2010,NATURE,2587,30,/wos/woscc/full-record/WOS:000280141200031,"Cai, JM; Ruffieux, P; Jaafar, R; Bieri, M; Braun, T; Blankenburg, S; Muoth, M; Seitsonen, AP; Saleh, M; Feng, XL; Mullen, K; Fasel, R","Empa, Swiss Fed Labs Mat Sci & Technol, Nanotech Surfaces Lab, CH-3602 Thun, Switzerland; Empa, Swiss Fed Labs Mat Sci & Technol, Nanotech Surfaces Lab, CH-8600 Dubendorf, Switzerland; ETH, Dept Mech & Proc Engn Micro & Nanosyst, CH-8092 Zurich, Switzerland; Univ Zurich, Inst Phys Chem, CH-8057 Zurich, Switzerland; CNRS, IMPMC, F-75252 Paris, France; Univ Paris 06, F-75252 Paris, France; Max Planck Inst Polymer Res, D-55124 Mainz, Germany; Univ Bern, Dept Chem & Biochem, CH-3012 Bern, Switzerland"
53,"Red-Emissive Carbon Dots for Fluorescent, Photoacoustic, and Thermal Theranostics in Living Mice","Ge, JC Jia, QY ... Wang, PF",Jul 22 2015,ADVANCED MATERIALS,629,103,/wos/woscc/full-record/WOS:000358088400006,"Ge, JC; Jia, QY; Liu, WM; Guo, L; Liu, QY; Lan, MH; Zhang, HY; Meng, XM; Wang, PF","Chinese Acad Sci, Tech Inst Phys & Chem, Key Lab Photochem Convers & Optoelect Mat, Beijing 100190, Peoples R China; Shandong Univ Sci & Technol, Coll Chem & Environm Engn, Qingdao 266510, Peoples R China"
54,Experimental Observation of the Quantum Anomalous Hall Effect in a Magnetic Topological Insulator,"Chang, CZ Zhang, JS ... Xue, QK",Apr 12 2013,SCIENCE,2201,23,/wos/woscc/full-record/WOS:000317341400047,"Chang, CZ; Zhang, JS; Feng, X; Shen, J; Zhang, ZC; Guo, MH; Li, K; Ou, YB; Wei, P; Wang, LL; Ji, ZQ; Feng, Y; Ji, SH; Chen, X; Jia, JF; Dai, X; Fang, Z; Zhang, SC; He, K; Wang, YY; Lu, L; Ma, XC; Xue, QK","Tsinghua Univ, State Key Lab Low Dimens Quantum Phys, Dept Phys, Beijing 100084, Peoples R China; Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Inst Phys, Beijing 100190, Peoples R China; Stanford Univ, Dept Phys, Stanford, CA 94305 USA"
55,Single Pt Atoms Confined into a Metal-Organic Framework for Efficient Photocatalysis,"Fang, XZ Shang, QC ... Jiang, HL",Feb 15 2018,ADVANCED MATERIALS,427,56,/wos/woscc/full-record/WOS:000424891900020,"Fang, XZ; Shang, QC; Wang, Y; Jiao, L; Yao, T; Li, YF; Zhang, Q; Luo, Y; Jiang, HL","Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Collaborat Innovat Ctr Suzhou Nano Sci & Technol, CAS Key Lab Soft Matter Chem,Dept Chem, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Synerget Innovat Ctr Quantum Informat & Quantum P, Dept Chem Phys, Hefei 230026, Anhui, Peoples R China; Nanjing Normal Univ, Coll Chem & Mat Sci, Nanjing 210023, Jiangsu, Peoples R China; Univ Sci & Technol China, Natl Synchrotron Radiat Lab, Hefei 230026, Anhui, Peoples R China"
56,ABINITIO MOLECULAR-DYNAMICS FOR LIQUID-METALS,"KRESSE, G HAFNER, J",Jan 1 1993,PHYSICAL REVIEW B,27317,23,/wos/woscc/full-record/WOS:A1993KH03700082,"KRESSE, G; HAFNER, J","VIENNA TECH UNIV,INST THEORET PHYS,WIEDNER HAUPTSTR 8-10,A-1040 VIENNA,AUSTRIA"
57,"ATOMS, MOLECULES, SOLIDS, AND SURFACES - APPLICATIONS OF THE GENERALIZED GRADIENT APPROXIMATION FOR EXCHANGE AND CORRELATION","PERDEW, JP CHEVARY, JA ... FIOLHAIS, C",Sep 15 1992,PHYSICAL REVIEW B,18388,121,/wos/woscc/full-record/WOS:A1992JN82600002,"PERDEW, JP; CHEVARY, JA; VOSKO, SH; JACKSON, KA; PEDERSON, MR; SINGH, DJ; FIOLHAIS, C","TULANE UNIV, QUANTUM THEORY GRP, NEW ORLEANS, LA 70118 USA; UNIV TORONTO, DEPT PHYS, TORONTO M5S 1A7, ONTARIO, CANADA; USN, RES LAB, COMPLEX SYST THEORY BRANCH, WASHINGTON, DC 20375 USA; UNIV COIMBRA, DEPT PHYS, P-3000 COIMBRA, PORTUGAL"
58,Advanced Thermoelectric Design: From Materials and Structures to Devices,"Shi, XL Zou, J Chen, ZG",Aug 12 2020,CHEMICAL REVIEWS,603,936,/wos/woscc/full-record/WOS:000562192900006,"Shi, XL; Zou, J; Chen, ZG","Univ Southern Queensland, Ctr Future Mat, Springfield Cent, Toowoomba, Qld 4300, Australia; Univ Queensland, Sch Mech & Min Engn, Brisbane, Qld 4072, Australia; Univ Queensland, Ctr Microscopy & Microanal, Brisbane, Qld 4072, Australia"
59,Small molecular weight organic thin-film photodetectors and solar cells,"Peumans, P Yakimov, A Forrest, SR",Apr 1 2003,JOURNAL OF APPLIED PHYSICS,2358,93,/wos/woscc/full-record/WOS:000181729600001,"Peumans, P; Yakimov, A; Forrest, SR","Princeton Univ, Dept Elect Engn, Princeton, NJ 08544 USA; Princeton Univ, POEM, Princeton Mat Inst, Princeton, NJ 08544 USA"
60,Plasmon-induced hot carrier science and technology,"Brongersma, ML Halas, NJ Nordlander, P",Jan 2015,NATURE NANOTECHNOLOGY,1994,112,/wos/woscc/full-record/WOS:000347405800015,"Brongersma, ML; Halas, NJ; Nordlander, P","Stanford Univ, Geballe Lab Adv Mat, Stanford, CA 94305 USA; Stanford Inst Mat & Energy Sci, SLAC Natl Accelerator Lab, Menlo Pk, CA 94025 USA; Rice Univ, Dept Elect & Comp Engn, Dept Phys & Astron, Lab Nanophoton, Houston, TX 77005 USA; Rice Univ, Dept Mat Sci & Nanoengn, Houston, TX 77005 USA"
61,Cobalt in Nitrogen-Doped Graphene as Single-Atom Catalyst for High-Sulfur Content Lithium-Sulfur Batteries,"Du, ZZ Chen, XJ ... Wan, LJ",Mar 6 2019,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,702,53,/wos/woscc/full-record/WOS:000460996500034,"Du, ZZ; Chen, XJ; Hu, W; Chuang, CH; Xie, S; Hu, AJ; Yan, WS; Kong, XH; Wu, XJ; Ji, HX; Wan, LJ","Hefei Univ Technol, Sch Chem & Chem Engn, Hefei 230009, Anhui, Peoples R China; Univ Sci & Technol China, Dept Appl Chem, Hefei Natl Lab Phys Sci Microscale, CAS Key Lab Mat Energy Convers,iChEM, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, CAS Key Lab Mat Energy Convers, Hefei Natl Lab Phys Sci Microscale, Synerget Innovat Quantum Informat & Quantum Techn, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, Dept Mat Sci & Engn, CAS Ctr Excellence Nanosci, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, Natl Synchrotron Radiat Lab, Hefei 230026, Anhui, Peoples R China; Tamkang Univ, Dept Phys, New Taipei 251, Taiwan; Chinese Acad Sci, Inst Chem, CAS Key Lab Mol Nanostruct & Nanotechnol, Beijing 100190, Peoples R China"
62,Electronic transport in two-dimensional graphene,"Das Sarma, S Adam, S ... Rossi, E",May 16 2011,REVIEWS OF MODERN PHYSICS,2452,468,/wos/woscc/full-record/WOS:000290730200001,"Das Sarma, S; Adam, S; Hwang, EH; Rossi, E","Univ Maryland, Dept Phys, Condensed Matter Theory Ctr, College Pk, MD 20742 USA; NIST, Ctr Nanoscale Sci & Technol, Gaithersburg, MD 20899 USA"
63,QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials,"Giannozzi, P Baroni, S ... Wentzcovitch, RM",Sep 30 2009,JOURNAL OF PHYSICS-CONDENSED MATTER,17895,176,/wos/woscc/full-record/WOS:000269626500008,"Giannozzi, P; Baroni, S; Bonini, N; Calandra, M; Car, R; Cavazzoni, C; Ceresoli, D; Chiarotti, GL; Cococcioni, M; Dabo, I; Dal Corso, A; de Gironcoli, S; Fabris, S; Fratesi, G; Gebauer, R; Gerstmann, U; Gougoussis, C; Kokalj, A; Lazzeri, M; Martin-Samos, L; Marzari, N; Mauri, F; Mazzarello, R; Paolini, S; Pasquarello, A; Paulatto, L; Sbraccia, C; Scandolo, S; Sclauzero, G; Seitsonen, AP; Smogunov, A; Umari, P; Wentzcovitch, RM","CNR INFM Democritos Natl Simulat Ctr, I-34100 Trieste, Italy; Univ Udine, Dipartimento Fis, I-33100 Udine, Italy; Scuola Int Super Studi Avanzati, SISSA, I-34151 Trieste Grignano, Italy; MIT, Dept Mat Sci & Engn, Cambridge, MA 02139 USA; Univ Paris 06, Inst Mineral & Phys Milieux Condenses, CNRS, IPGP, F-75015 Paris, France; Princeton Univ, Dept Chem, Princeton, NJ 08544 USA; CINECA Natl Supercomp Ctr, I-40033 Bologna, Italy; CNR, INFM, Res Ctr S3, I-41100 Modena, Italy; SPIN Srl, I-34148 Trieste, Italy; Univ Minnesota, Dept Chem Engn & Mat Sci, Minneapolis, MN 55455 USA; Univ Paris Est, CERMICS, Projet Micmac ENPC INRIA, F-77455 Marne La Vallee 2, France; Univ Milano Bicocca, Dipartimento Sci Mat, I-20125 Milan, Italy; Abdus Salam Int Ctr Theoret Phys, I-34151 Trieste Grignano, Italy; Univ Gesamthsch Paderborn, D-33098 Paderborn, Germany; Jozef Stefan Inst, SI-1000 Ljubljana, Slovenia; Swiss Fed Inst Technol, Dept Chem & Appl Biosci, CH-6900 Lugano, Switzerland; Ecole Polytech Fed Lausanne, Inst Theoret Phys, CH-1015 Lausanne, Switzerland; PHB Ecublens, Inst Romand Rech Numer Phys Mat, CH-1015 Lausanne, Switzerland; Univ Minnesota, Minnesota Supercomp Inst Adv Computat Res, Minneapolis, MN 55455 USA"
64,Ultra-small fluorescent metal nanoclusters: Synthesis and biological applications,"Shang, L Dong, SJ Nienhaus, GU",Aug 2011,NANO TODAY,1221,139,/wos/woscc/full-record/WOS:000294523700010,"Shang, L; Dong, SJ; Nienhaus, GU","KIT, Inst Appl Phys, D-76131 Karlsruhe, Germany; KIT, CFN, D-76131 Karlsruhe, Germany; Chinese Acad Sci, Changchun Inst Appl Chem, State Key Lab Electroanalyt Chem, Changchun 130022, Peoples R China; Univ Illinois, Dept Phys, Urbana, IL 61801 USA"
65,Fabrication of TiO2/C3N4 heterostructure for enhanced photocatalytic Z-scheme overall water splitting,"Yan, JQ Wu, H ... Liu, SF",Aug 15 2016,APPLIED CATALYSIS B-ENVIRONMENTAL,294,63,/wos/woscc/full-record/WOS:000375518000013,"Yan, JQ; Wu, H; Chen, H; Zhang, YX; Zhang, FX; Liu, SF","Shaanxi Normal Univ, Sch Mat Sci & Engn, Shaanxi Engn Lab Adv Energy Technol, Xian 710119, Peoples R China; Chinese Acad Sci, Dalian Inst Chem Phys, State Key Lab Catalysis, Dalian Natl Lab Clean Energy,iChEM, Dalian 116023, Peoples R China"
66,Gate-tunable room-temperature ferromagnetism in two-dimensional Fe3GeTe2,"Deng, YJ Yu, YJ ... Zhang, YB",Nov 1 2018,NATURE,1050,60,/wos/woscc/full-record/WOS:000448900900051,"Deng, YJ; Yu, YJ; Song, YC; Zhang, JZ; Wang, NZ; Sun, ZY; Yi, YF; Wu, YZ; Wu, SW; Zhu, JY; Wang, J; Chen, XH; Zhang, YB","Fudan Univ, State Key Lab Surface Phys, Shanghai, Peoples R China; Fudan Univ, Dept Phys, Shanghai, Peoples R China; Nanjing Univ, Collaborat Innovat Ctr Adv Microstruct, Nanjing, Jiangsu, Peoples R China; Fudan Univ, Inst Nanoelect Devices & Quantum Comp, Shanghai, Peoples R China; Chinese Univ Hong Kong, Dept Phys, Shatin, Hong Kong, Peoples R China; Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Hefei, Anhui, Peoples R China; Univ Sci & Technol China, Dept Phys, Hefei, Anhui, Peoples R China; Univ Sci & Technol China, Key Lab Strongly Coupled Quantum Matter Phys, Hefei, Anhui, Peoples R China"
