,authors_full,affiliation
138,"Pelaz, B; Alexiou, CH; Alvarez -Puebla, RA; Alves, F; Andrews, AM; Ashraf, S; Balogh, LP; Ballerini, L; Bestetti, A; Brendel, C; Bosi, S; Carril, M; Chan, WCW; Chen, CY; Chen, XD; Chen, XY; Cheng, Z; Cui, DX; Du, JZ; Dullin, C; Escudero, A; Feliu, N; Gao, MY; George, M; Gogotsi, Y; Grunweller, A; Gu, ZW; Halas, NJ; Hampp, N; Hartmann, RK; Hersam, MC; Hunziker, P; Jian, J; Jiang, XY; Jungebluth, P; Kadhiresan, P; Kataoka, K; Khademhosseini, A; Kopecek, J; Kotov, NA; Krug, HF; Lee, DS; Lehr, CM; Leong, KW; Liang, XJ; Lim, ML; Liz-Marzan, LM; Ma, XM; Macchiarini, P; Meng, H; Mohwald, H; Mulvaney, P; Nel, AE; Nie, SM; Nordlander, P; Okano, T; Oliveira, J; Park, TH; Penner, RM; Prato, M; Puntes, V; Rotello, VM; Samarakoon, A; Schaak, RE; Shen, YQ; Sjoqvist, S; Skirtach, AG; Soliman, MG; Stevens, MM; Sung, HW; Tang, BZ; Tietze, R; Udugama, BN; VanEpps, JS; Weil, T; Weiss, PS; Willner, I; Wu, YZ; Yang, LL; Yue, Z; Zhang, Q; Zhang, Q; Zhang, XE; Zhao, YL; Zhou, X; Parak, WJ","Univ Marburg, Fachbereich Phys, D-35037 Marburg, Germany; Univ Marburg, Fachbereich Med, D-35037 Marburg, Germany; Univ Marburg, Fachbereich Pharm, D-35037 Marburg, Germany; Univ Marburg, Dept Chem, D-35037 Marburg, Germany; Univ Hosp Erlangen, ENT Dept, Sect Expt Oncol & Nanomed, Else Kroner Fresenius Stiftung Professorship Nano, D-91054 Erlangen, Germany; Univ Rovira & Virgili, Dept Phys Chem, Tarragona 43007, Spain; ICREA, Pg Lluis Companys 23, Barcelona 08010, Spain; Univ Med Ctr Groningen, Dept Haematol & Med Oncol, D-37075 Gottingen, Germany; Univ Med Ctr Groningen, Dept Diagnost & Intervent Radiol, D-37075 Gottingen, Germany; Max Planck Inst Expt Med, Dept Mol Biol Neuronal Signals, D-37075 Gottingen, Germany; Univ Calif Los Angeles, Calif NanoSyst Inst, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Dept Chem & Biochem, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Dept Psychiat, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Semel Inst Neurosci & Human Behav, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Div NanoMed, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Ctr Environm Impact Nanotechnol, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Dept Mat Sci & Engn, Los Angeles, CA 90095 USA; AA Nanomed & Nanotechnol Consultants, N Andover, MA 01845 USA; Scuola Int Super Studi Avanzati, SISSA ISAS, I-34136 Trieste, Italy; Univ Melbourne, Sch Chem, Parkville, Vic 3010, Australia; Univ Melbourne, Bio21 Inst, Parkville, Vic 3010, Australia; Univ Trieste, Dept Chem & Pharmaceut Sci, I-34127 Trieste, Italy; CIC biomaGUNE, Paseo de Miramon 182, San Sebastian 20014, Spain; Ikerbasque, Basque Fdn Sci, Bilbao 48013, Spain; Univ Toronto, Inst Biomat & Biomed Engn, Toronto, ON M5S 3G9, Canada; Natl Ctr Nanosci & Technol China, CAS Ctr Excellence Nanosci, Beijing 100190, Peoples R China; Natl Ctr Nanosci & Technol China, CAS Key Lab Biomed Effects Nanomat & Nanosafety, Beijing 100190, Peoples R China; Nanyang Technol Univ, Sch Mat Sci & Engn, Singapore 639798, Singapore; Natl Inst Biomed Imaging & Bioengn, Lab Mol Imaging & Nanomed, NIH, Bethesda, MD 20892 USA; Stanford Univ, Canary Ctr Stanford Canc Early Detect, Mol Imaging Program Stanford, Stanford, CA 94305 USA; Stanford Univ, Canary Ctr Stanford Canc Early Detect, Bio X Program, Stanford, CA 94305 USA; Shanghai Jiao Tong Univ, Natl Ctr Translat Med, Sch Elect Informat & Elect Engn, Dept Instrument Sci & Engn,Inst Nano Biomed & Eng, Shanghai 200240, Peoples R China; Tongji Univ, Sch Mat Sci & Engn, Dept Polymer Mat, Shanghai, Peoples R China; Univ Seville, CSIC, Inst Ciencia Mat & Sevilla, Seville 41092, Spain; Karolinska Inst, Dept Clin Sci Intervent & Technol CLINTEC, Stockholm 14186, Sweden; Chinese Acad Sci, Inst Chem, Beijing 100190, Peoples R China; Nanion, D-80636 Munich, Germany; Sichuan Univ, Coll Polymer Sci & Engn, Chengdu 610000, Peoples R China; Drexel Univ, Dept Mat Sci & Engn, Philadelphia, PA 19104 USA; Drexel Univ, AJ Drexel Nanomat Inst, Philadelphia, PA 19104 USA; Rice Univ, Dept Phys, Houston, TX 77005 USA; Rice Univ, Dept Astron, Houston, TX 77005 USA; Northwestern Univ, Dept Mat Sci & Engn, Evanston, IL 60208 USA; Northwestern Univ, Dept Chem, Evanston, IL 60208 USA; Northwestern Univ, Dept Med, Evanston, IL 60208 USA; Univ Hosp, CH-4056 Basel, Switzerland; European Fdn Clin Nanomed, CLINAM, CH-4058 Basel, Switzerland; Zhejiang Univ, Dept Polymer Sci & Engn, Hangzhou 310027, Zhejiang, Peoples R China; Zhejiang Univ, Ctr Bionanoengn, Hangzhou 310027, Zhejiang, Peoples R China; Zhejiang Univ, Dept Chem & Biol Engn, Hangzhou 310027, Zhejiang, Peoples R China; Univ Klinikum Heidelberg, Thoraxklin Heidelberg, D-69120 Heidelberg, Germany; Univ Tokyo, Bunkyo Ku, Tokyo 1138654, Japan; Harvard Univ, Cambridge, MA 02139 USA; Univ Utah, Biomed Polymers Lab, Salt Lake City, UT 84112 USA; Univ Michigan, Emergency Med, Ann Arbor, MI 48019 USA; Fed Inst Mat Sci & Technol, EMPA, CH-9014 St Gallen, Switzerland; Seoul Natl Univ, Dept Mol Med & Biopharmaceut Sci, Seoul, South Korea; Seoul Natl Univ, Sch Chem & Biol Engn, Seoul, South Korea; Univ Saarland, Dept Pharm, D-66123 Saarbrucken, Germany; Helmholtz Center Infect Res, HIPS Helmhotz Inst Pharmaceut Res Saarland, D-66123 Saarbrucken, Germany; Columbia Univ, Dept Biomed Engn, New York, NY 10027 USA; Chinese Acad Sci, Lab Controllable Nanopharmaceut, Beijing 100190, Peoples R China; Ciber BBN, Biomed Res Networking Ctr Bioengn Biomat & Nanome, San Sebastian 20014, Spain; Kazan Fed Univ, Lab Bioengn Regenerat Med BioReM, Kazan 420008, Russia; Max Planck Inst Colloids & Interfaces, Dept Interfaces, D-14476 Potsdam, Germany; Emory Univ, Atlanta, GA 30322 USA; Tokyo Womens Med Univ, Tokyo 1628666, Japan; Wiley VCH, SMALL, Weinheim, Germany; Adv Inst Convergence Technol, Suwon, South Korea; Univ Calif Irvine, Dept Chem, Irvine, CA 92697 USA; UAB, Inst Catala Nanotecnol, Barcelona 08193, Spain; Vall Hebron Univ Hosp, Inst Res, Barcelona 08035, Spain; Univ Massachusetts, Dept Chem, Amherst, MA 01003 USA; Penn State Univ, Dept Chem, University Pk, PA 16802 USA; Univ Ghent, Dept Mol Biotechnol, B-9000 Ghent, Belgium; Univ London Imperial Coll Sci Technol & Med, Inst Biomed Engn, Dept Bioengn, Dept Mat, London SW7 2AZ, England; Chinese Natl Engn Res Ctr Tissue Restorat & Recon, Hong Kong Branch, Hong Kong, Hong Kong, Peoples R China; Natl Tsing Hua Univ, Dept Chem Engn, Hsinchu, Taiwan; Natl Tsing Hua Univ, Inst Biomed Engn, Hsinchu, Taiwan; Univ Ulm, Inst Organ Chem, D-89081 Ulm, Germany; Max Planck Inst Polymer Res, D-55128 Mainz, Germany; Hebrew Univ Jerusalem, Ctr Nanosci & Nanotechnol, Inst Chem, IL-91904 Jerusalem, Israel; Huazhong Univ Sci & Technol, Sch Chem & Chem Engn, Wuhan 430074, Peoples R China; Peking Univ, Sch Pharmaceut Sci, Beijing 100191, Peoples R China; Chinese Acad Sci, Inst Biophys, CAS Ctr Excellence Biomacromol, Natl Lab Biomacromol, 15 Datun Rd, Beijing, Peoples R China; Chinese Acad Sci, Wuhan Inst Phys & Math, State Key Lab Magnet Resonance & Atom & Mol Phys, Natl Ctr Magnet Resonance Wuhan,Key Lab Magnet Re, Wuhan 430071, Peoples R China"
139,"Hsieh, D; Qian, D; Wray, L; Xia, Y; Hor, YS; Cava, RJ; Hasan, MZ","Princeton Univ, Dept Phys, Joseph Henry Labs Phys, Princeton, NJ 08544 USA; Princeton Univ, Dept Chem, Princeton, NJ 08544 USA; Princeton Univ, Princeton Inst Sci & Technol Mat, Princeton Ctr Complex Mat, Princeton, NJ 08544 USA"
140,"Gibertini, M; Koperski, M; Morpurgo, AF; Novoselov, KS","Univ Geneva, Dept Quantum Matter Phys, Geneva, Switzerland; Ecole Polytech Fed Lausanne, Natl Ctr Computat Design & Discovery Novel Mat Ma, Lausanne, Switzerland; Univ Manchester, Sch Phys & Astron, Manchester, Lancs, England; Univ Manchester, Natl Graphene Inst, Manchester, Lancs, England; Univ Geneva, Grp Appl Phys, Geneva, Switzerland"
141,"Horodecki, R; Horodecki, P; Horodecki, M; Horodecki, K","Univ Gdansk, Inst Theoret Phys & Astrophys, PL-80952 Gdansk, Poland; Gdansk Univ Technol, Fac Appl Phys & Math, PL-80952 Gdansk, Poland; Univ Gdansk, Fac Math Phys & Comp Sci, PL-80952 Gdansk, Poland"
142,"Xu, FY; Zhang, JJ; Zhu, BC; Yu, JG; Xu, JS","Wuhan Univ Technol, State Key Lab Adv Technol Mat Synth & Proc, Luoshi Rd 122, Wuhan 430070, Hubei, Peoples R China; King Abdulaziz Univ, Fac Sci, Dept Phys, Jeddah 21589, Saudi Arabia; Queensland Univ Technol, Sch Chem Phys & Mech Engn, Brisbane, Qld 4000, Australia"
143,"Ozawa, T; Price, HM; Amo, A; Goldman, N; Hafezi, M; Lu, L; Rechtsman, MC; Schuster, D; Simon, J; Zilberberg, O; Carusotto, I","RIKEN, Interdisciplinary Theoret & Math Sci Program iTHE, Wako, Saitama 3510198, Japan; Univ Libre Bruxelles, Ctr Nonlinear Phenomena & Complex Syst, CP 231,Campus Plaine, B-1050 Brussels, Belgium; Univ Trento, INO CNR BEC Ctr, I-38123 Povo, Italy; Univ Trento, Dipartimento Fis, I-38123 Povo, Italy; Univ Birmingham, Sch Phys & Astron, Birmingham B15 2TT, W Midlands, England; Univ Lille, CNRS, UMR 8523, Lab Phys Lasers Atomes & Mol,PhLAM, F-59000 Lille, France; Univ Maryland, Inst Res Elect & Appl Phys, Joint Quantum Inst, Dept Elect & Comp Engn,Dept Phys, College Pk, MD 20742 USA; Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Inst Phys, Beijing 100190, Peoples R China; Songshan Lake Mat Lab, Dongguan 523808, Guangdong, Peoples R China; Penn State Univ, Dept Phys, 104 Davey Lab, University Pk, PA 16802 USA; Univ Chicago, James Franck Inst, 5640 S Ellis Ave, Chicago, IL 60637 USA; Univ Chicago, Dept Phys, Chicago, IL 60637 USA; Swiss Fed Inst Technol, Inst Theoret Phys, CH-8093 Zurich, Switzerland"
144,"Bandurin, DA; Tyurnina, AV; Yu, GL; Mishchenko, A; Zolyomi, V; Morozov, SV; Kumar, RK; Gorbachev, RV; Kudrynskyi, ZR; Pezzini, S; Kovalyuk, ZD; Zeitler, U; Novoselov, KS; Patane, A; Eaves, L; Grigorieva, IV; Fal'ko, VI; Geim, AK; Cao, Y","Univ Manchester, Sch Phys & Astron, Oxford Rd, Manchester M13 9PL, Lancs, England; Skolkovo Inst Sci & Technol, Nobel St 3, Moscow 143026, Russia; Univ Manchester, Natl Graphene Inst, Manchester M13 9PL, Lancs, England; RAS, Inst Microelect Technol & High Purity Mat, Chernogolovka 142432, Russia; Natl Univ Sci & Technol MISiS, Leninsky Pr 4, Moscow 119049, Russia; Univ Nottingham, Sch Phys & Astron, Nottingham NG7 2RD, England; Radboud Univ Nijmegen, High Field Magnet Lab HFML EMFL, Toernooiveld 7, NL-6525 ED Nijmegen, Netherlands; Natl Acad Sci Ukraine, Inst Problems Mat Sci, UA-58001 Chernovtsy, Ukraine"
145,"Schmidt, LC; Pertegas, A; Gonzalez-Carrero, S; Malinkiewicz, O; Agouram, S; Espallargas, GM; Bolink, HJ; Galian, RE; Perez-Prieto, J","Univ Valencia, Inst Ciencia Mol ICMol, Valencia 46980, Spain; Univ Valencia, Dept Appl Phys & Electromagnetism, E-46100 Burjassot, Spain"
146,"Krausz, F; Ivanov, M","Univ Munich, Dept Phys, D-85748 Garching, Germany; Natl Res Council Canada, Steacie Inst Mol Sci, Ottawa, ON K1A 0R6, Canada; Max Planck Inst Quantum Opt, D-85748 Garching, Germany"
147,"Coughlan, C; Ibanez, M; Dobrozhan, O; Singh, A; Cabot, A; Ryan, KM","Univ Limerick, Dept Chem Sci, Limerick, Ireland; Univ Limerick, Bernal Inst, Limerick, Ireland; Catalonia Energy Res Inst IREC, Jardins Dones Negre 1,Pl 2, Barcelona 08930, Spain; Sumy State Univ, Dept Elect & Comp, 2 Rymskogo Korsakova St, UA-40007 Sumy, Ukraine; Los Alamos Natl Lab, Ctr Integrated Nanotechnol, Mat Phys & Applicat Div, Los Alamos, NM 87545 USA; Pg Lluis Co 23, ICREA, Barcelona 08010, Spain"
148,"Wang, H; Yang, XZ; Shao, W; Chen, SC; Xie, JF; Zhang, XD; Wang, J; Xie, Y","Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Collaborat Innovat Ctr Chem Energy Mat, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, Sch Life Sci, Hefei 230027, Anhui, Peoples R China"
149,"Lu, SY; Sui, LZ; Liu, JJ; Zhu, SJ; Chen, AM; Jin, MX; Yang, B","Jilin Univ, Coll Chem, State Key Lab Supramol Struct & Mat, Changchun 130012, Peoples R China; Zhengzhou Univ, Coll Chem & Mol Engn, Zhengzhou 450000, Peoples R China; Jilin Univ, Inst Atom & Mol Phys, Changchun 130012, Peoples R China; Jilin Univ, Jilin Prov Key Lab Appl Atom & Mol Spect, Changchun 130012, Peoples R China"
150,"Novoselov, KS; Jiang, Z; Zhang, Y; Morozov, SV; Stormer, HL; Zeitler, U; Maan, JC; Boebinger, GS; Kim, P; Geim, AK","Univ Manchester, Dept Phys, Manchester M13 9PL, Lancs, England; Columbia Univ, Dept Phys, New York, NY 10027 USA; Natl High Magnet Field Lab, Tallahassee, FL 32310 USA; Univ Nijmegen St Radboud Hosp, High Field Magnet Lab, NL-6525 ED Nijmegen, Netherlands"
151,"Zhao, J; Zhang, Y; Zhang, XY; Wang, Y; Yu, SY; Gao, WZ; Chu, HR; Wang, YD; Zhao, J; Yu, WW","Jilin Univ, State Key Lab Integrated Optoelect, Coll Elect Sci & Engn, Changchun 130012, Peoples R China; Jilin Univ, Coll Phys, State Key Lab Superhard Mat, Changchun 130012, Peoples R China; Chinese Acad Sci, Changchun Inst Opt Fine Mech & Phys, Changchun 130025, Peoples R China; Louisiana State Univ, Dept Chem & Phys, Shreveport, LA 71115 USA; Qingdao Univ Sci & Technol, Coll Mat Sci & Engn, Qingdao 266042, Peoples R China"
152,"Chen, YL; Analytis, JG; Chu, JH; Liu, ZK; Mo, SK; Qi, XL; Zhang, HJ; Lu, DH; Dai, X; Fang, Z; Zhang, SC; Fisher, IR; Hussain, Z; Shen, ZX","SLAC Natl Accelerator Lab, Stanford Inst Mat & Energy Sci, Menlo Pk, CA 94025 USA; Stanford Univ, Dept Phys, Geballe Lab Adv Mat, Stanford, CA 94305 USA; Stanford Univ, Dept Appl Phys, Stanford, CA 94305 USA; Univ Calif Berkeley, Lawrence Berkeley Lab, Berkeley, CA 94720 USA; Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; Chinese Acad Sci, Inst Phys, Beijing 100190, Peoples R China"
153,"Yan, Y; Gong, J; Chen, J; Zeng, Z; Huang, W; Pu, K; Liu, J; Chen, P","Northwestern Polytech Univ, Shaanxi Inst Flexible Elect, 127 West Youyi Rd, Xian 710072, Peoples R China; Nanyang Technol Univ, Sch Chem & Biomed Engn, 70 Nanyang Dr, Singapore 637457, Singapore; Zhejiang Sci Tech Univ, Sch Sci, Dept Chem, 928 Second Ave, Hangzhou 310018, Peoples R China"
154,"Doherty, MW; Manson, NB; Delaney, P; Jelezko, F; Wrachtrup, J; Hollenberg, LCL","Univ Melbourne, Sch Phys, Melbourne, Vic 3010, Australia; Australian Natl Univ, Res Sch Phys & Engn, Laser Phys Ctr, Canberra, ACT 0200, Australia; Queens Univ Belfast, Sch Math & Phys, Belfast BT7 1NN, Antrim, North Ireland; Univ Ulm, Inst Quantenopt, D-89073 Ulm, Germany; Univ Stuttgart, Inst Phys 3, D-70550 Stuttgart, Germany; Univ Stuttgart, Res Ctr SCOPE, D-70550 Stuttgart, Germany; Tyndall Natl Inst, Cork, Ireland"
155,"Dalapati, S; Jin, EQ; Addicoat, M; Heine, T; Jiang, DL","Japan Adv Inst Sci & Technol, Sch Mat Sci, Field Energy & Environm, 1-1 Asahidai, Nomi 9231292, Japan; SOKENDAI, Sch Phys Sci, Dept Struct Mol Sci, Hayama, Kanagawa 2400193, Japan; Univ Leipzig, Wilhelm Ostwald Inst Phys & Theoret Chem, Linnestr 2, D-04103 Leipzig, Germany"
156,"Hammer, B; Norskov, JK; Gates, BC; Knozinger, H","Aalborg Univ, Inst Phys, DK-9220 Aalborg, Denmark; Tech Univ Denmark, Dept Phys, Ctr Atom Scale Mat Phys, DK-2800 Lyngby, Denmark"
157,"Hola, K; Zhang, Y; Wang, Y; Giannelis, EP; Zboril, R; Rogach, AL","Palacky Univ, Fac Sci, Reg Ctr Adv Technol & Mat, Dept Phys Chem, CR-77147 Olomouc, Czech Republic; City Univ Hong Kong, Dept Phys & Mat Sci, Hong Kong, Hong Kong, Peoples R China; City Univ Hong Kong, Ctr Funct Photon, Hong Kong, Hong Kong, Peoples R China; Cornell Univ, Dept Mat Sci & Engn, Ithaca, NY 14853 USA"
158,"Withers, F; Del Pozo-Zamudio, O; Mishchenko, A; Rooney, AP; Gholinia, A; Watanabe, K; Taniguchi, T; Haigh, SJ; Geim, AK; Tartakovskii, AI; Novoselov, KS","Univ Manchester, Sch Phys & Astron, Manchester M13 9PL, Lancs, England; Univ Sheffield, Dept Phys & Astron, Sheffield S3 7RH, S Yorkshire, England; Univ Manchester, Sch Mat, Manchester M13 9PL, Lancs, England; Natl Inst Mat Sci, Tsukuba, Ibaraki 3050044, Japan; Univ Manchester, Manchester Ctr Mesosci & Nanotechnol, Manchester M13 9PL, Lancs, England"
159,"Qu, SN; Wang, XY; Lu, QP; Liu, XY; Wang, LJ","Chinese Acad Sci, State Key Lab Luminescence & Applicat, Changchun Inst Opt Fine Mech & Phys, Changchun 130033, Peoples R China; Jilin Univ, Sch Stomatol, Changchun 130012, Peoples R China"
160,"Yu, WL; Chen, JX; Shang, TT; Chen, LF; Gu, L; Peng, TY","Wuhan Univ, Coll Chem & Mol Sci, Wuhan 430072, Hubei, Peoples R China; Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Inst Phys, Collaborat Innovat Ctr Quantum Matter, Beijing 100190, Peoples R China; Univ Chinese Acad Sci, Sch Phys Sci, Beijing 100190, Peoples R China; CALTECH, Div Chem & Chem Engn, Pasadena, CA 91125 USA"
161,"Blankenship, RE; Tiede, DM; Barber, J; Brudvig, GW; Fleming, G; Ghirardi, M; Gunner, MR; Junge, W; Kramer, DM; Melis, A; Moore, TA; Moser, CC; Nocera, DG; Nozik, AJ; Ort, DR; Parson, WW; Prince, RC; Sayre, RT","Washington Univ, Dept Biol, St Louis, MO 63130 USA; Washington Univ, Dept Chem, St Louis, MO 63130 USA; Argonne Natl Lab, Chem Sci & Engn Div, Argonne, IL 60439 USA; Univ London Imperial Coll Sci Technol & Med, Div Mol Biosci, London SW7 2AZ, England; Politecn Torino, Dept Mat Sci & Engn, I-10129 Turin, Italy; Yale Univ, Dept Chem, New Haven, CT 06520 USA; Univ Calif Berkeley, Dept Chem, Berkeley, CA 94720 USA; Lawrence Berkeley Natl Lab, Phys Biosci Div, Berkeley, CA 94720 USA; Natl Renewable Energy Lab, Biosci Ctr, Golden, CO 80401 USA; CUNY, Dept Phys, New York, NY 10031 USA; Univ Osnabruck, Div Biophys, D-49069 Osnabruck, Germany; Michigan State Univ, Biochem & Mol Biol & DOE Plant Res Lab, E Lansing, MI 48824 USA; Univ Calif Berkeley, Dept Plant & Microbial Biol, Berkeley, CA 94720 USA; Arizona State Univ, Dept Chem & Biochem, Tempe, AZ 85287 USA; Univ Penn, Dept Biochem & Biophys, Philadelphia, PA 19104 USA; MIT, Dept Chem, Cambridge, MA 02139 USA; Univ Colorado, Dept Chem & Biochem, Boulder, CO 80309 USA; Univ Illinois, USDA, ARS, Photosynth Res Unit, Urbana, IL 61801 USA; Univ Washington, Dept Biochem, Seattle, WA 98195 USA; ExxonMobil Biomed Sci, Annandale, NJ 08801 USA; Donald Danforth Plant Sci Ctr, St Louis, MO 63132 USA"
162,"Chikkaraddy, R; de Nijs, B; Benz, F; Barrow, SJ; Scherman, OA; Rosta, E; Demetriadou, A; Fox, P; Hess, O; Baumberg, JJ","Univ Cambridge, Cavendish Lab, NanoPhoton Ctr, Cambridge CB3 0HE, England; Univ Cambridge, Dept Chem, Melville Lab Polymer Synth, Lensfield Rd, Cambridge CB2 1EW, England; Kings Coll London, Dept Chem, London SE1 1DB, England; Univ London Imperial Coll Sci Technol & Med, Dept Phys, Blackett Lab, Prince Consort Rd, London SW7 2AZ, England"
163,"Khazaei, M; Ranjbar, A; Arai, M; Sasaki, T; Yunoki, S","RIKEN, AICS, Computat Mat Sci Res Team, Kobe, Hyogo 6500047, Japan; NIMS, Int Ctr Mat Nanoarchitecton, 1-1 Namiki, Tsukuba, Ibaraki 3050044, Japan; RIKEN, Computat Condensed Matter Phys Lab, Wako, Saitama 3510198, Japan; RIKEN, CEMS, Computat Quantum Matter Res Team, Wako, Saitama 3510198, Japan"
164,"Li, D; Jing, PT; Sun, LH; An, Y; Shan, XY; Lu, XH; Zhou, D; Han, D; Shen, DZ; Zhai, YC; Qu, SN; Zboril, R; Rogach, AL","Chinese Acad Sci, Changchun Inst Opt Fine Mech & Phys, State Key Lab Luminescence & Applicat, 3888 Eastern South Lake Rd, Changchun 130033, Jilin, Peoples R China; Chinese Acad Sci, Inst Phys, Beijing 100190, Peoples R China; Univ Chinese Acad Sci, Sch Phys Sci, Beijing 100190, Peoples R China; Palacky Univ, Dept Phys Chem, Reg Ctr Adv Technol & Mat, Slechtitelu 27, Olomouc 78371, Czech Republic; City Univ Hong Kong, Dept Mat Sci & Engn, CFP, Kowloon, Hong Kong, Peoples R China"
165,"Jiang, K; Zhang, L; Lu, JF; Xu, CX; Cai, CZ; Lin, HW","Chinese Acad Sci, NIMTE, Key Lab Addit Mfg Mat Zhejiang Prov, Ningbo 315201, Zhejiang, Peoples R China; Chongqing Univ, Dept Appl Phys, Chongqing 401331, Peoples R China; Southeast Univ, Sch Elect Sci & Engn, State Key Lab Bioelect, Nanjing 210096, Jiangsu, Peoples R China"
166,"Baugher, BWH; Churchill, HOH; Yang, YF; Jarillo-Herrero, P","MIT, Dept Phys, Cambridge, MA 02139 USA"
167,"Li, JJ; Wang, YA; Guo, WZ; Keay, JC; Mishima, TD; Johnson, MB; Peng, XG","Univ Arkansas, Dept Chem & Biochem, Fayetteville, AR 72701 USA; Univ Oklahoma, Joint MRSEC, Norman, OK 73019 USA; Univ Arkansas, Nanomat & Nanofabricat Labs, Fayetteville, AR 72703 USA; Univ Oklahoma, Dept Phys & Astron, Norman, OK 73019 USA"
168,"Tang, J; Kemp, KW; Hoogland, S; Jeong, KS; Liu, H; Levina, L; Furukawa, M; Wang, XH; Debnath, R; Cha, DK; Chou, KW; Fischer, A; Amassian, A; Asbury, JB; Sargent, EH","Univ Toronto, Dept Elect & Comp Engn, Toronto, ON M5S 3G4, Canada; Penn State Univ, Dept Chem, University Pk, PA 16802 USA; Huazhong Univ Sci & Technol, Dept Elect Sci & Technol, Wuhan 430074, Peoples R China; King Abdullah Univ Sci & Technol, Adv Nanofabricat Imaging & Characterizat Lab, Thuwal 239556900, Saudi Arabia; King Abdullah Univ Sci & Technol, Mat Sci & Engn Program, Div Phys Sci & Engn, Thuwal 239556900, Saudi Arabia"
169,"Jain, SC; Willander, M; Narayan, J; Van Overstraeten, R","IMEC, B-3001 Heverlee, Belgium; Chalmers, S-41296 Gothenburg, Sweden; Univ Gothenburg, S-41296 Gothenburg, Sweden; N Carolina State Univ, Dept Mat Sci & Engn, Raleigh, NC 27695 USA"
170,"Nedelcu, G; Protesescu, L; Yakunin, S; Bodnarchuk, MI; Grotevent, MJ; Kovalenko, MV","ETH, Dept Chem & Appl Biosci, Inst Inorgan Chem, CH-8093 Zurich, Switzerland; Empa Swiss Fed Labs Mat Sci & Technol, Lab Thin Films & Photovolta, CH-8600 Dubendorf, Switzerland"
171,"Zhang, X; Xie, HM; Liu, ZD; Tan, CL; Luo, ZM; Li, H; Lin, JD; Sun, LQ; Chen, W; Xu, ZC; Xie, LH; Huang, W; Zhang, H","Nanyang Technol Univ, Energy Res Inst NTU ERI N, Interdisciplinary Grad Sch, Singapore 637553, Singapore; Nanyang Technol Univ, Sch Mat Sci & Engn, Singapore 639798, Singapore; NE Normal Univ, Natl & Local United Engn Lab Power Battery, Changchun 130024, Jilin, Peoples R China; Natl Univ Singapore, Dept Phys, Singapore 117542, Singapore; Nanjing Univ Posts & Telecommun, Key Lab Organ Elect & Informat Display, Jiangsu Natl Synergist Innovat Ctr Adv Mat SICAM, Nanjing 210023, Peoples R China; Nanjing Univ Posts & Telecommun, IAM, Jiangsu Natl Synergist Innovat Ctr Adv Mat SICAM, Nanjing 210023, Peoples R China; Nanjing Tech Univ NanjingTech, Key Lab Flexible Elect KLOFE, Jiangsu Natl Synergist Innovat Ctr Adv Mat SICAM, Nanjing 211816, Jiangsu, Peoples R China; Nanjing Tech Univ NanjingTech, IAM, Jiangsu Natl Synergist Innovat Ctr Adv Mat SICAM, Nanjing 211816, Jiangsu, Peoples R China"
172,"Zhu, BC; Zhang, LY; Cheng, B; Yu, JG","Wuhan Univ Technol, State Key Lab Adv Technol Mat Synth & Proc, Wuhan 430070, Hubei, Peoples R China; King Abdulaziz Univ, Dept Phys, Fac Sci, Jeddah 21589, Saudi Arabia"
173,"Xu, XD; Yao, W; Xiao, D; Heinz, TF","Univ Washington, Dept Phys, Dept Mat Sci & Engn, Seattle, WA 98195 USA; Univ Hong Kong, Dept Phys, Hong Kong, Hong Kong, Peoples R China; Univ Hong Kong, Ctr Theoret & Computat Phys, Hong Kong, Hong Kong, Peoples R China; Carnegie Mellon Univ, Dept Phys, Pittsburgh, PA 15213 USA; Columbia Univ, Dept Phys, New York, NY 10027 USA; Columbia Univ, Dept Elect Engn, New York, NY 10027 USA"
174,"Wu, HL; Li, XB; Tung, CH; Wu, LZ","Chinese Acad Sci, Tech Inst Phys & Chem, Key Lab Photochem Convers & Optoelect Mat, Beijing 100190, Peoples R China; Univ Chinese Acad Sci, Sch Future Technol, Beijing 100049, Peoples R China"
